Month,Day of the month,Hour of the day,Day of the week,Outdoor air dry bulb temperature,Outdoor air dew point temperature,Electrical load 1 hour ago,Electrical load 2 hour ago,Electrical load 3 hour ago,Electrical load 4 hour ago,Electrical load 5 hour ago,Electrical load 6 hour ago,Electrical load 7 hour ago,Electrical load 8 hour ago,Electrical load 9 hour ago,Electrical load 10 hour ago,Electrical load 11 hour ago,Electrical load 12 hour ago,Electrical load 13 hour ago,Electrical load 14 hour ago,Electrical load 15 hour ago,Electrical load 16 hour ago,Electrical load 17 hour ago,Electrical load 18 hour ago,Electrical load 19 hour ago,Electrical load 20 hour ago,Electrical load 21 hour ago,Electrical load 22 hour ago,Electrical load 23 hour ago,Electrical load 24 hour ago,Electrical load
3,12,18,6,9.4,1.9,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,341.8,339.1,337.1,336.6,340.4,343.7,341.8,355.1,371.3,382.5,401.1,430.3,452.1,386.4
3,12,19,6,8.6,1.9,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,341.8,339.1,337.1,336.6,340.4,343.7,341.8,355.1,371.3,382.5,401.1,430.3,382.4
3,12,20,6,7.3,2.9,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,341.8,339.1,337.1,336.6,340.4,343.7,341.8,355.1,371.3,382.5,401.1,371.3
3,12,21,6,6.7,4.4,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,341.8,339.1,337.1,336.6,340.4,343.7,341.8,355.1,371.3,382.5,354.5
3,12,22,6,5.5,3.9,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,341.8,339.1,337.1,336.6,340.4,343.7,341.8,355.1,371.3,345
3,12,23,6,5.5,4.4,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,341.8,339.1,337.1,336.6,340.4,343.7,341.8,355.1,343.6
3,13,0,7,4.8,3.9,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,341.8,339.1,337.1,336.6,340.4,343.7,341.8,335.2
3,13,1,7,4.2,3.4,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,341.8,339.1,337.1,336.6,340.4,343.7,335.9
3,13,2,7,3.2,2.8,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,341.8,339.1,337.1,336.6,340.4,338.5
3,13,3,7,3.4,3.2,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,341.8,339.1,337.1,336.6,338.6
3,13,4,7,3.9,3.8,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,341.8,339.1,337.1,334.7
3,13,5,7,4,3.8,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,341.8,339.1,335
3,13,6,7,3.7,3.2,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,341.8,340.6
3,13,7,7,3.4,3.1,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,347.8,346.8
3,13,8,7,3.8,3.4,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,360.3,354.3
3,13,9,7,4.4,3.7,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,368.6,355.4
3,13,10,7,5.2,4,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,378.5,365.3
3,13,11,7,7.6,3.4,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,380.7,364.1
3,13,12,7,9.4,2.6,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,391.4,370.8
3,13,13,7,9.9,1.7,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,396.3,374.9
3,13,14,7,10.9,1.9,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,401.8,376.7
3,13,15,7,11.2,1.4,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,402,379.2
3,13,16,7,10.6,0.9,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,401,382.4
3,13,17,7,9.2,2.1,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,397.2,379.3
3,13,18,7,7.2,2.4,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,386.4,374.8
3,13,19,7,6,2.1,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,382.4,365.8
3,13,20,7,5.4,1.9,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,371.3,363
3,13,21,7,4.6,1.5,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,354.5,355.6
3,13,22,7,4,1.7,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,345,346.8
3,13,23,7,3.8,1.9,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,343.6,343.7
3,14,0,1,3.6,1.7,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,335.2,344
3,14,1,1,4.5,2.6,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,335.9,339.9
3,14,2,1,5,3.1,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,338.5,339
3,14,3,1,5.4,3,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,338.6,337.9
3,14,4,1,5.4,2.6,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,334.7,333.8
3,14,5,1,5.3,2.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,335,341.2
3,14,6,1,5,2,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,340.6,370.5
3,14,7,1,4.9,1.6,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,346.8,402.3
3,14,8,1,5.1,1.4,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,354.3,424
3,14,9,1,5.5,0.9,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,355.4,450.1
3,14,10,1,6.8,1.1,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,365.3,525.4
3,14,11,1,7.9,1.6,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,364.1,534.9
3,14,12,1,8.8,0.7,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,370.8,555.3
3,14,13,1,9.7,0.2,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,374.9,556.7
3,14,14,1,11,-1.8,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,376.7,538
3,14,15,1,11.5,-4.5,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,379.2,532
3,14,16,1,11,-8.3,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,382.4,516.4
3,14,17,1,10.1,-7.1,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,379.3,493.9
3,14,18,1,8.7,-5.4,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,374.8,475.3
3,14,19,1,7.6,-3.2,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,365.8,441.8
3,14,20,1,6.6,-1.8,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,363,409.9
3,14,21,1,6,-0.9,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,355.6,389.4
3,14,22,1,5.5,-0.5,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,346.8,380
3,14,23,1,4.3,-0.4,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,343.7,364.5
3,15,0,2,3.9,0.3,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,344,362.9
3,15,1,2,3.4,0.6,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,339.9,354
3,15,2,2,3,1.2,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,339,349
3,15,3,2,2.9,1.5,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,337.9,353.8
3,15,4,2,3,1.6,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,333.8,350.4
3,15,5,2,2.7,1.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,341.2,354.4
3,15,6,2,2.5,1.4,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,370.5,387.8
3,15,7,2,3.8,2.3,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,402.3,416.4
3,15,8,2,5.6,3.5,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,424,438
3,15,9,2,6.9,4.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,450.1,471.2
3,15,10,2,7.5,4.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,525.4,521.7
3,15,11,2,8.3,5.2,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,534.9,543.3
3,15,12,2,8.3,5,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,555.3,548.7
3,15,13,2,8.9,5.6,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,556.7,546.4
3,15,14,2,8.6,5.8,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,538,535.7
3,15,15,2,8.5,5.7,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,532,534.3
3,15,16,2,8.2,5.9,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,516.4,516.7
3,15,17,2,7.9,5.6,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,493.9,502.8
3,15,18,2,7.9,5.8,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,475.3,463.9
3,15,19,2,7.8,5.8,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,441.8,445.9
3,15,20,2,7.5,5.6,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,409.9,424.4
3,15,21,2,6.7,5.6,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,389.4,401.1
3,15,22,2,6.5,5.4,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,380,387.9
3,15,23,2,6.7,5.4,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,364.5,375.8
3,16,0,3,6.9,5.3,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,362.9,363.5
3,16,1,3,7.1,5.4,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,354,368.5
3,16,2,3,7.2,5.4,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,349,369.2
3,16,3,3,7,6,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,353.8,364.9
3,16,4,3,6.9,6.2,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,350.4,364.1
3,16,5,3,7.2,6.1,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,354.4,369.8
3,16,6,3,7.3,5.9,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,387.8,392
3,16,7,3,7.5,5.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,416.4,429.5
3,16,8,3,8.1,4,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,438,433.2
3,16,9,3,7.9,2.8,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,471.2,470.7
3,16,10,3,7.9,2.1,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,521.7,510.9
3,16,11,3,7.9,1.8,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,543.3,539.1
3,16,12,3,7.8,2.2,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,548.7,536.5
3,16,13,3,8.8,1.2,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,546.4,527.7
3,16,14,3,9.2,0.3,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,535.7,536.4
3,16,15,3,9.5,-0.3,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,534.3,528.5
3,16,16,3,9,-0.3,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,516.7,507.8
3,16,17,3,8.5,0,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,502.8,484.3
3,16,18,3,6.8,-0.3,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,463.9,455.8
3,16,19,3,6.3,-0.8,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,445.9,438.6
3,16,20,3,6.4,0.2,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,424.4,418.3
3,16,21,3,6.4,1,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,401.1,400.2
3,16,22,3,6.3,1.8,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,387.9,381.2
3,16,23,3,6,2.6,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,375.8,369.5
3,17,0,4,5,2.7,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,363.5,360.8
3,17,1,4,4.2,2.6,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,368.5,357.9
3,17,2,4,3.9,2.8,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,369.2,359.3
3,17,3,4,3.4,2.5,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,364.9,357.3
3,17,4,4,2.5,1.7,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.1,355.3
3,17,5,4,2,1.5,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,369.8,364.6
3,17,6,4,1.8,1.3,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,392,384.8
3,17,7,4,2,1.2,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,429.5,411.1
3,17,8,4,3.3,2.2,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,433.2,436.8
3,17,9,4,6.3,3.5,436.8,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,470.7,470.3
3,17,10,4,8.1,2.5,470.3,436.8,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,510.9,504.1
3,17,11,4,9.3,1.5,504.1,470.3,436.8,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,539.1,534.1
3,17,12,4,9.7,1.2,534.1,504.1,470.3,436.8,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,536.5,544.1
3,17,13,4,10.9,0.6,544.1,534.1,504.1,470.3,436.8,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,527.7,541.9
3,17,14,4,11.3,-0.3,541.9,544.1,534.1,504.1,470.3,436.8,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,536.4,544.9
3,17,15,4,11.3,-0.4,544.9,541.9,544.1,534.1,504.1,470.3,436.8,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,528.5,525.1
3,17,16,4,11.6,-0.2,525.1,544.9,541.9,544.1,534.1,504.1,470.3,436.8,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,507.8,510.8
3,17,17,4,11.1,-0.4,510.8,525.1,544.9,541.9,544.1,534.1,504.1,470.3,436.8,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,484.3,500.7
3,17,18,4,10,0.4,500.7,510.8,525.1,544.9,541.9,544.1,534.1,504.1,470.3,436.8,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,455.8,466.7
3,17,19,4,8.7,1.8,466.7,500.7,510.8,525.1,544.9,541.9,544.1,534.1,504.1,470.3,436.8,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,438.6,442.3
3,17,20,4,7.7,3.7,442.3,466.7,500.7,510.8,525.1,544.9,541.9,544.1,534.1,504.1,470.3,436.8,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,418.3,413.2
3,17,21,4,6,0.3,413.2,442.3,466.7,500.7,510.8,525.1,544.9,541.9,544.1,534.1,504.1,470.3,436.8,411.1,384.8,364.6,355.3,357.3,359.3,357.9,360.8,369.5,381.2,400.2,388.8
